"","Postcode","Region","msoa11cd","latitude","longitude","site"
"6561","OL4 1BN","North West","E02001119",53.537963,-2.096182,"GP"
"6571","OL4 3BP","North West","E02001123",53.540281,-2.074881,"GP"
"6581","OL7 0PW","North West","E02001241",53.47728,-2.109393,"GP"
"6591","OX10 9DU","South East","E02005969",51.595493,-1.128294,"GP"
"6601","OX11 7JN","South East","E02005967",51.606645,-1.248626,"GP"
"6611","OX12 9BN","South East","E02005988",51.598771,-1.425862,"GP"
"6621","OX14 1BT","South East","E02005983",51.669605,-1.30288,"GP"
"6631","OX14 3JY","South East","E02005983",51.672057,-1.282974,"GP"
"6641","OX16 3WT","South East","E02005924",52.067075,-1.320183,"GP"
"6651","OX16 9AD","South East","E02005926",52.057428,-1.34069,"GP"
"6661","OX18 3LJ","South East","E02006006",51.758707,-1.596568,"GP"
"6671","OX2 6NW","South East","E02005947",51.760293,-1.265958,"GP"
"6681","OX2 7BS","South East","E02005942",51.774382,-1.26328,"GP"
"6691","OX26 5HA","South East","E02005931",51.915277,-1.142877,"GP"
"6701","OX28 6JS","South East","E02006002",51.787511,-1.488985,"GP"
"6711","OX3 9LS","South East","E02005944",51.767786,-1.196523,"GP"
"6721","OX33 1YJ","South East","E02005961",51.746032,-1.126601,"GP"
"6731","OX4 1GE","South East","E02005950",51.747247,-1.232506,"GP"
"6741","OX4 7EX","South East","E02005957",51.718,-1.197,"GP"
"6751","OX5 2TQ","South East","E02005936",51.824944,-1.238602,"GP"
"6761","OX7 5FA","South East","E02005993",51.946,-1.535,"GP"
"6771","PE1 2QP","East of England","E02003250",52.584006,-0.240591,"GP"
"6781","PE1 3HP","East of England","E02003246",52.595174,-0.254672,"GP"
"6791","PE1 4FS","East of England","E02003244",52.598,-0.231,"GP"
"6801","PE11 3DT","Midlands","E02005469",52.801469,-0.15089,"GP"
"6811","PE13 1JU","East of England","E02003744",52.665234,0.156386,"GP"
"6821","PE14 7RR","East of England","E02005565",52.705436,0.275576,"GP"
"6831","PE15 0UG","East of England","E02003751",52.499846,0.055845,"GP"
"6841","PE19 6EY","East of England","E02003770",52.250639,-0.259202,"GP"
"6851","PE21 8EG","Midlands","E02005418",52.975419,-0.03324,"GP"
"6861","PE23 5LA","Midlands","E02005436",53.172308,0.099092,"GP"
"6871","PE25 1BY","Midlands","E02005437",53.150041,0.34608,"GP"
"6881","PE27 5PB","East of England","E02003765",52.324484,-0.07273,"GP"
"6891","PE28 4EQ","East of England","E02003762",52.371698,-0.256797,"GP"
"6901","PE29 3EZ","East of England","E02003764",52.334234,-0.188259,"GP"
"6911","PE30 5SY","East of England","E02005561",52.752002,0.401429,"GP"
"6921","PE31 7PE","East of England","E02005553",52.878002,0.494246,"GP"
"6931","PE37 7QN","East of England","E02005509",52.648543,0.690513,"GP"
"6941","PE4 6QF","East of England","E02003242",52.614095,-0.270891,"GP"
"6951","PE7 1EJ","East of England","E02003747",52.554391,-0.129832,"GP"
"6961","PL1 3BS","South West","E02003150",50.364622,-4.149109,"GP"
"6971","PL14 5RP","South West","E02003894",50.503753,-4.410361,"GP"
"6981","PL15 9HH","South West","E02003935",50.627703,-4.35998,"GP"
"6991","PL19 8BU","South West","E02004233",50.546912,-4.150388,"GP"
"7001","PL25 4EG","South West","E02003963",50.338834,-4.78357,"GP"
"7011","PL26 8JF","South West","E02003956",50.409231,-4.833105,"GP"
"7021","PL31 2JJ","South West","E02003941",50.471945,-4.720067,"GP"
"7031","PL32 9YT","South West","E02003934",50.624026,-4.676775,"GP"
"7041","PL35 0BG","South West","E02003933",50.683967,-4.69177,"GP"
"7051","PL5 3JB","South West","E02003129",50.408629,-4.134098,"GP"
"7061","PL7 4DR","South West","E02003136",50.39238,-4.048965,"GP"
"7071","PL9 9BW","South West","E02003153",50.357591,-4.086214,"GP"
"7081","PO1 4JT","South East","E02003539",50.804895,-1.078356,"GP"
"7091","PO10 7DD","South East","E02004774",50.848133,-0.937685,"GP"
"7101","PO11 9AP","South East","E02004778",50.789793,-0.976476,"GP"
"7111","PO13 0EW","South East","E02004744",50.812774,-1.159305,"GP"
"7121","PO13 9JG","South East","E02004746",50.80273,-1.201845,"GP"
"7131","PO16 9AD","South East","E02004738",50.843987,-1.133362,"GP"
"7141","PO2 8AL","South East","E02003536",50.812857,-1.080952,"GP"
"7151","PO20 7RD","South East","E02006573",50.77452,-0.78669,"GP"
"7161","PO21 1UT","South East","E02006558",50.783627,-0.67724,"GP"
"7171","PO30 1NR","South East","E02003593",50.691607,-1.312106,"GP"
"7181","PO33 1QS","South East","E02003590",50.710845,-1.141314,"GP"
"7191","PO37 7HR","South East","E02003596",50.631888,-1.179148,"GP"
"7201","PO4 9HU","South East","E02003544",50.786731,-1.059701,"GP"
"7211","PO40 9XH","South East","E02003592",50.681102,-1.524472,"GP"
"7221","PO5 1AT","South East","E02003541",50.797,-1.081,"GP"
"7231","PO6 3AW","South East","E02003525",50.843867,-1.068781,"GP"
"7241","PO7 6AJ","South East","E02004764",50.891898,-1.033601,"GP"
"7251","PO8 8DL","South East","E02006831",50.893882,-1.018175,"GP"
"7261","PO9 1DQ","South East","E02004775",50.850232,-0.990593,"GP"
"7271","PR1 5NE","North West","E02005266",53.764,-2.68,"GP"
"7281","PR1 6YA","North West","E02005263",53.770374,-2.68669,"GP"
"7291","PR1 8DN","North West","E02005269",53.754393,-2.714365,"GP"
"7301","PR26 6TR","North West","E02005298",53.707591,-2.694106,"GP"
"7311","PR3 1PB","North West","E02005325",53.897425,-2.782927,"GP"
"7321","PR4 5HA","North West","E02005296",53.727755,-2.780149,"GP"
"7331","PR7 2AD","North West","E02005198",53.650699,-2.633818,"GP"
"7341","PR9 0PQ","North West","E02001432",53.649135,-2.999047,"GP"
"7351","RG1 4DP","South East","E02003402",51.45248,-0.957599,"GP"
"7361","RG10 9JA","South East","E02003440",51.481811,-0.862748,"GP"
"7371","RG12 7WW","South East","E02003361",51.390837,-0.752007,"GP"
"7381","RG12 8FB","South East","E02003360",51.408984,-0.76825,"GP"
"7391","RG14 1JU","South East","E02003385",51.405796,-1.327818,"GP"
"7401","RG18 3HD","South East","E02003382",51.404018,-1.26237,"GP"
"7411","RG2 0AR","South East","E02003402",51.443722,-0.967755,"GP"
"7421","RG2 7HE","South East","E02003404",51.4404,-0.95409,"GP"
"7431","RG24 8AG","South East","E02004682",51.281395,-1.059063,"GP"
"7441","RG30 3AN","South East","E02003403",51.442962,-1.006794,"GP"
"7451","RG31 5PP","South East","E02003393",51.461249,-1.042225,"GP"
"7461","RG4 8RA","South East","E02003391",51.483582,-0.972861,"GP"
"7471","RG40 1XS","South East","E02003451",51.411893,-0.831052,"GP"
"7481","RG5 4JA","South East","E02003443",51.453,-0.904,"GP"
"7491","RG6 5HZ","South East","E02003446",51.425673,-0.932751,"GP"
"7501","RG7 1QY","South East","E02003455",51.378341,-0.95855,"GP"
"7511","RG8 7DP","South East","E02003369",51.486091,-1.085906,"GP"
"7521","RG9 2DR","South East","E02005973",51.538709,-0.907918,"GP"
"7531","RH1 2NP","South East","E02006385",51.25229,-0.153207,"GP"
"7541","RH10 7DX","South East","E02006579",51.11886,-0.156435,"GP"
"7551","RH10 7QH","South East","E02006582",51.107228,-0.153193,"GP"
"7561","RH11 0AF","South East","E02006575",51.130174,-0.210824,"GP"
"7571","RH12 4DT","South East","E02006588",51.073395,-0.301647,"GP"
"7581","RH13 0YB","South East","E02006595",51.045162,-0.360798,"GP"
"7591","RH16 3DN","South East","E02006612",51.003821,-0.103087,"GP"
"7601","RH19 4DW","South East","E02006604",51.124469,-0.009789,"GP"
"7611","RH2 8EF","South East","E02006387",51.224908,-0.19935,"GP"
"7621","RH20 1FG","South East","E02006600",50.961138,-0.509104,"GP"
"7631","RH20 4FR","South East","E02006600",50.918071,-0.459055,"GP"
"7641","RH4 1SD","South East","E02006371",51.234787,-0.324402,"GP"
"7651","RH6 7BL","South East","E02006392",51.173302,-0.167769,"GP"
"7661","RH8 0BQ","South East","E02006433",51.257818,0.000265,"GP"
"7671","RM1 4HL","London","E02000476",51.58359,0.187338,"GP"
"7681","RM11 1TB","London","E02000483",51.564837,0.22052,"GP"
"7691","RM16 2AP","East of England","E02003304",51.49762,0.329172,"GP"
"7701","RM16 4JD","East of England","E02003307",51.48266,0.368721,"GP"
"7711","RM19 1SX","East of England","E02003303",51.486385,0.234178,"GP"
"7721","RM9 5QP","London","E02000008",51.55131,0.130889,"GP"
"7731","S10 5PL","North East and Yorkshire","E02001643",53.380122,-1.521091,"GP"
"7741","S11 8HN","North East and Yorkshire","E02001650",53.370492,-1.483595,"GP"
"7751","S13 7LY","North East and Yorkshire","E02001659",53.357653,-1.372039,"GP"
"7761","S17 3NF","North East and Yorkshire","E02001678",53.328438,-1.532585,"GP"
"7771","S18 8QY","Midlands","E02004110",53.304959,-1.488543,"GP"
"7781","S2 1QU","North East and Yorkshire","E02001649",53.373659,-1.427072,"GP"
"7791","S2 4UJ","North East and Yorkshire","E02001652",53.366638,-1.47189,"GP"
"7801","S20 1BJ","North East and Yorkshire","E02001666",53.34893,-1.344842,"GP"
"7811","S25 4DB","North East and Yorkshire","E02001609",53.357165,-1.223614,"GP"
"7821","S3 7QP","North East and Yorkshire","E02006844",53.380294,-1.482635,"GP"
"7831","S35 1RN","North East and Yorkshire","E02001614",53.459172,-1.479026,"GP"
"7841","S36 1BX","North East and Yorkshire","E02001611",53.482317,-1.59491,"GP"
"7851","S40 3HW","Midlands","E02004065",53.221288,-1.441882,"GP"
"7861","S42 5PW","Midlands","E02004113",53.184319,-1.385991,"GP"
"7871","S43 4PL","Midlands","E02004045",53.277825,-1.26559,"GP"
"7881","S44 6DF","Midlands","E02004048",53.230778,-1.286529,"GP"
"7891","S5 6AZ","North East and Yorkshire","E02001623",53.418053,-1.438155,"GP"
"7901","S5 8GS","North East and Yorkshire","E02001622",53.421719,-1.487911,"GP"
"7911","S6 1TT","North East and Yorkshire","E02001618",53.418921,-1.515359,"GP"
"7921","S62 6AE","North East and Yorkshire","E02001585",53.457,-1.338,"GP"
"7931","S63 9EH","North East and Yorkshire","E02001530",53.528101,-1.31093,"GP"
"7941","S64 0LB","North East and Yorkshire","E02001570",53.494,-1.258,"GP"
"7951","S65 1DA","North East and Yorkshire","E02001594",53.429997,-1.352431,"GP"
"7961","S71 5PN","North East and Yorkshire","E02001519",53.557711,-1.438538,"GP"
"7971","S75 3RF","North East and Yorkshire","E02001527",53.542362,-1.524816,"GP"
"7981","S8 8DJ","North East and Yorkshire","E02001680",53.323205,-1.464033,"GP"
"7991","S80 1HP","North East and Yorkshire","E02005847",53.301154,-1.123464,"GP"
"8001","S81 0DA","North East and Yorkshire","E02006903",53.317971,-1.10389,"GP"
"8011","S9 4QH","North East and Yorkshire","E02001642",53.384674,-1.409064,"GP"
"8021","SE1 3GF","London","E02000810",51.493938,-0.074785,"GP"
"8031","SE11 5SW","London","E02000622",51.483757,-0.117171,"GP"
"8041","SE14 6LD","London","E02006798",51.476288,-0.03191,"GP"
"8051","SE18 1BH","London","E02000318",51.485478,0.09322,"GP"
"8061","SE20 8QA","London","E02000135",51.412771,-0.064206,"GP"
"8071","SE21 8AU","London","E02000839",51.430296,-0.086094,"GP"
"8081","SE22 8EY","London","E02000834",51.459128,-0.080012,"GP"
"8091","SE23 1HU","London","E02000671",51.442392,-0.040966,"GP"
"8101","SE25 5NT","London","E02000207",51.392933,-0.06753,"GP"
"8111","SE26 4TH","London","E02000681",51.429161,-0.039187,"GP"
"8121","SE28 0ER","London","E02000319",51.49277,0.082664,"GP"
"8131","SE7 8RE","London","E02000324",51.480476,0.037154,"GP"
"8141","SE8 3BX","London","E02006928",51.481542,-0.018751,"GP"
"8151","SE9 3LX","London","E02000343",51.43706,0.053582,"GP"
"8161","SE9 5AB","London","E02000340",51.449084,0.052524,"GP"
"8171","SG1 4QH","East of England","E02004944",51.924674,-0.183462,"GP"
"8181","SG12 9HP","East of England","E02004890",51.808924,-0.029595,"GP"
"8191","SG14 1JA","East of England","E02004891",51.796722,-0.082336,"GP"
"8201","SG17 5FS","East of England","E02003609",52.034788,-0.321706,"GP"
"8211","SG2 9QZ","East of England","E02004952",51.89086,-0.167532,"GP"
"8221","SG5 1LH","East of England","E02004920",51.951529,-0.277038,"GP"
"8231","SG6 2TS","East of England","E02004914",51.98005,-0.206545,"GP"
"8241","SK12 1GP","North West","E02003855",53.349554,-2.118109,"GP"
"8251","SK13 7AJ","North West","E02004095",53.445783,-1.95529,"GP"
"8261","SK14 3QU","North West","E02001255",53.443521,-2.031758,"GP"
"8271","SK15 2JR","North West","E02001243",53.482281,-2.051346,"GP"
"8281","SK17 9BZ","Midlands","E02004104",53.253155,-1.920463,"GP"
"8291","SK2 5JL","North West","E02001207",53.391035,-2.109698,"GP"
"8301","SK2 6RW","North West","E02001200",53.400124,-2.156405,"GP"
"8311","SK23 0RH","Midlands","E02006872",53.323216,-1.91137,"GP"
"8321","SK5 7QU","North West","E02001193",53.422317,-2.156517,"GP"
"8331","SK6 2AH","North West","E02001195",53.422923,-2.114039,"GP"
"8341","SK7 2DY","North West","E02001228",53.360009,-2.162929,"GP"
"8351","SK7 4QR","North West","E02001217",53.379405,-2.118146,"GP"
"8361","SK8 3JD","North West","E02001222",53.369895,-2.229276,"GP"
"8371","SL1 3SS","South East","E02003415",51.51175,-0.607164,"GP"
"8381","SL1 7DE","South East","E02003694",51.535,-0.662,"GP"
"8391","SL3 8LE","South East","E02003419",51.495312,-0.541284,"GP"
"8401","SL4 1TH","South East","E02003430",51.481862,-0.610998,"GP"
"8411","SL6 1RF","South East","E02003425",51.521904,-0.718577,"GP"
"8421","SL9 9DR","South East","E02003686",51.607408,-0.561811,"GP"
"8431","SM1 4DP","London","E02000851",51.366719,-0.190888,"GP"
"8441","SM6 0NB","London","E02000856",51.357978,-0.150115,"GP"
"8451","SN10 1HS","South West","E02006638",51.352288,-1.996232,"GP"
"8461","SN11 0HH","South West","E02006657",51.441654,-2.00585,"GP"
"8471","SN12 8AG","South West","E02006678",51.380462,-2.142919,"GP"
"8481","SN15 2SB","South West","E02006654",51.453888,-2.125086,"GP"
"8491","SN16 0FB","South West","E02006648",51.577153,-2.094659,"GP"
"8501","SN2 2EY","South West","E02003223",51.56336,-1.795432,"GP"
"8511","SN2 2EY","South West","E02003223",51.56336,-1.795432,"GP"
"8521","SN2 2JG","South West","E02003217",51.582167,-1.806936,"GP"
"8531","SN7 7BP","South East","E02005986",51.652178,-1.583146,"GP"
"8541","SN8 2QT","South West","E02006634",51.446274,-1.593915,"GP"
"8551","SO14 0YG","South East","E02003570",50.912388,-1.397076,"GP"
"8561","SO14 2NW","South East","E02003577",50.897568,-1.403679,"GP"
"8571","SO15 3UA","South East","E02003569",50.916919,-1.429068,"GP"
"8581","SO16 4XE","South East","E02003567",50.925247,-1.446226,"GP"
"8591","SO17 1BJ","South East","E02003557",50.934188,-1.395685,"GP"
"8601","SO18 5TS","South East","E02003573",50.91469,-1.332608,"GP"
"8611","SO19 4AA","South East","E02003572",50.913604,-1.365269,"GP"
"8621","SO19 9RL","South East","E02003579",50.897827,-1.372792,"GP"
"8631","SO21 1HZ","South East","E02004830",51.060678,-1.262289,"GP"
"8641","SO21 1SB","South East","E02004838",50.997642,-1.321002,"GP"
"8651","SO22 4QB","South East","E02004837",51.046255,-1.339325,"GP"
"8661","SO31 7DQ","South East","E02004727",50.871526,-1.27362,"GP"
"8671","SO31 7DQ","South East","E02004727",50.871526,-1.27362,"GP"
"8681","SO31 8ES","South East","E02004724",50.889839,-1.317424,"GP"
"8691","SO40 3ZN","South East","E02004782",50.92065,-1.48879,"GP"
"8701","SO41 0FR","South East","E02004801",50.723493,-1.590883,"GP"
"8711","SO45 5TN","South East","E02004786",50.866429,-1.425758,"GP"
"8721","SO50 9AG","South East","E02004718",50.970955,-1.353151,"GP"
"8731","SO51 8GL","South East","E02004824",50.98729,-1.49672,"GP"
"8741","SO53 2ZH","South East","E02004714",50.985318,-1.385392,"GP"
"8751","SP1 2QQ","South West","E02006671",51.064,-1.774,"GP"
"8761","SP10 1RL","South East","E02004816",51.209603,-1.480186,"GP"
"8771","SP2 0JS","South West","E02006669",51.079583,-1.864521,"GP"
"8781","SP2 7FD","South West","E02006670",51.072457,-1.809079,"GP"
"8791","SP4 8QY","South West","E02006661",51.197671,-1.821197,"GP"
"8801","SP6 1DJ","South East","E02004779",50.927009,-1.805033,"GP"
"8811","SP9 7QN","South West","E02006643",51.237375,-1.660643,"GP"
"8821","SR1 2HJ","North East and Yorkshire","E02001803",54.906,-1.373,"GP"
"8831","SR3 4EN","North East and Yorkshire","E02001813",54.887864,-1.429292,"GP"
"8841","SR4 7XF","North East and Yorkshire","E02001801",54.904174,-1.410331,"GP"
"8851","SR5 4BW","North East and Yorkshire","E02001793",54.926589,-1.447219,"GP"
"8861","SR7 7JE","North East and Yorkshire","E02004321",54.836,-1.335,"GP"
"8871","SR8 1AD","North East and Yorkshire","E02004329",54.758295,-1.335611,"GP"
"8881","SR8 5UQ","North East and Yorkshire","E02004329",54.754066,-1.333023,"GP"
"8891","SS0 8BU","East of England","E02003293",51.539252,0.690829,"GP"
"8901","SS12 0QG","East of England","E02004431",51.610293,0.518678,"GP"
"8911","SS13 3DU","East of England","E02004441",51.566152,0.504052,"GP"
"8921","SS15 5AD","East of England","E02004440",51.568821,0.447419,"GP"
"8931","SS17 0PH","East of England","E02003300",51.519315,0.427407,"GP"
"8941","SS3 9DL","East of England","E02003295",51.52764,0.781486,"GP"
"8951","SS4 1AY","East of England","E02004566",51.581891,0.706052,"GP"
"8961","SS6 7JF","East of England","E02004570",51.584977,0.607128,"GP"
"8971","SS7 5AD","East of England","E02004479",51.559595,0.550358,"GP"
"8981","SS8 0JA","East of England","E02004483",51.520097,0.590979,"GP"
"8991","SS9 2UT","East of England","E02003286",51.547968,0.634135,"GP"
"9001","ST1 2BN","Midlands","E02002963",53.027238,-2.170497,"GP"
"9011","ST10 2JU","Midlands","E02006214",52.994218,-2.000048,"GP"
"9021","ST13 6QR","Midlands","E02006204",53.107299,-2.020558,"GP"
"9031","ST16 3TW","Midlands","E02006196",52.804573,-2.100277,"GP"
"9041","ST3 1EQ","Midlands","E02002972",52.992,-2.136,"GP"
"9051","ST3 2EL","Midlands","E02002977",52.982916,-2.155234,"GP"
"9061","ST4 2AZ","Midlands","E02002966",52.9872,-2.1684,"GP"
"9071","ST4 4AY","Midlands","E02002969",52.998565,-2.187459,"GP"
"9081","ST4 8EX","Midlands","E02002980",52.97403,-2.194635,"GP"
"9091","ST5 2BQ","Midlands","E02006168",53.014142,-2.228949,"GP"
"9101","ST5 3TF","Midlands","E02006168",53.006,-2.224,"GP"
"9111","ST5 7JS","Midlands","E02006164",53.036252,-2.248691,"GP"
"9121","ST6 1SA","Midlands","E02002958",53.050147,-2.173631,"GP"
"9131","ST6 5UD","Midlands","E02002952",53.063297,-2.208109,"GP"
"9141","ST8 6AR","Midlands","E02006206",53.116636,-2.176035,"GP"
"9151","SW11 2NU","London","E02000929",51.465228,-0.170756,"GP"
"9161","SW11 3AD","London","E02000926",51.474231,-0.167432,"GP"
"9171","SW12 9HS","London","E02000952",51.44085,-0.149101,"GP"
"9181","SW13 0LW","London","E02000786",51.472541,-0.247469,"GP"
"9191","SW15 6TQ","London","E02000932",51.461659,-0.220031,"GP"
"9201","SW16 3NP","London","E02000651",51.418605,-0.126681,"GP"
"9211","SW16 6NT","London","E02000959",51.421588,-0.145185,"GP"
"9221","SW17 0RT","London","E02000956",51.424951,-0.171438,"GP"
"9231","SW17 7AW","London","E02000951",51.440486,-0.1557,"GP"
"9241","SW18 4DU","London","E02000940",51.448597,-0.189122,"GP"
"9251","SW18 5EP","London","E02000947",51.442593,-0.198698,"GP"
"9261","SW1P 2PF","London","E02000979",51.494278,-0.134039,"GP"
"9271","SW2 4QY","London","E02000638",51.446915,-0.127714,"GP"
"9281","SW20 8DA","London","E02000699",51.409893,-0.210425,"GP"
"9291","SW3 5RR","London","E02000594",51.486812,-0.166939,"GP"
"9301","SW6 1TN","London","E02000386",51.486388,-0.199393,"GP"
"9311","SY1 4RQ","Midlands","E02006030",52.728,-2.722,"GP"
"9321","SY11 1RD","Midlands","E02006025",52.861429,-3.051276,"GP"
"9331","SY8 2AB","Midlands","E02006045",52.370131,-2.715141,"GP"
"9341","TA1 2LB","South West","E02006107",51.015,-3.081,"GP"
"9351","TD15 1LL","North East and Yorkshire","E02005706",55.772395,-2.006207,"GP"
"9361","TF1 1PZ","Midlands","E02002938",52.699841,-2.514262,"GP"
"9371","TF10 7EN","Midlands","E02002930",52.763607,-2.374523,"GP"
"9381","TF3 1FB","Midlands","E02002945",52.655124,-2.43382,"GP"
"9391","TF3 2JZ","Midlands","E02002945",52.672614,-2.435206,"GP"
"9401","TF9 3AL","Midlands","E02006018",52.908735,-2.485925,"GP"
"9411","TN12 9HP","South East","E02005085",51.174149,0.49227,"GP"
"9421","TN13 3AQ","South East","E02005098",51.276619,0.186504,"GP"
"9431","TN22 1BA","South East","E02004411",50.969686,0.091624,"GP"
"9441","TN23 5AQ","South East","E02005003",51.133582,0.856841,"GP"
"9451","TN23 7SP","South East","E02005004",51.136636,0.865836,"GP"
"9461","TN27 0AW","South East","E02004997",51.20971,0.791374,"GP"
"9471","TN28 8ER","South East","E02005113",50.984185,0.941162,"GP"
"9481","TN34 2SA","South East","E02004369",50.886763,0.569875,"GP"
"9491","TN39 5HE","South East","E02004398",50.857345,0.463898,"GP"
"9501","TN4 9TF","South East","E02005169",51.137753,0.26122,"GP"
"9511","TN6 1DL","South East","E02004406",51.058341,0.161847,"GP"
"9521","TQ12 3AF","South West","E02004209",50.540577,-3.600287,"GP"
"9531","TQ2 5LZ","South West","E02003161",50.46451,-3.538825,"GP"
"9541","TQ9 5NE","South West","E02004191",50.431534,-3.709138,"GP"
"9551","TR1 2JA","South West","E02003910",50.259982,-5.055864,"GP"
"9561","TR11 2LH","South West","E02003915",50.156397,-5.08602,"GP"
"9571","TR13 8AU","South West","E02003928",50.099634,-5.270154,"GP"
"9581","TR15 1AU","South West","E02003919",50.234356,-5.232414,"GP"
"9591","TR15 1AU","South West","E02003919",50.234356,-5.232414,"GP"
"9601","TR18 3DX","South West","E02003948",50.124352,-5.547344,"GP"
"9611","TR21 0HE","South West","E02006781",49.912624,-6.308902,"GP"
"9621","TR27 4PB","South West","E02003944",50.18707,-5.41284,"GP"
"9631","TR4 8UE","South West","E02003907",50.280726,-5.209879,"GP"
"9641","TR7 2QF","South West","E02003955",50.417622,-5.07082,"GP"
"9651","TS10 4NW","North East and Yorkshire","E02002519",54.599299,-1.068807,"GP"
"9661","TS17 0RJ","North East and Yorkshire","E02002556",54.523662,-1.307783,"GP"
"9671","TS18 2AP","North East and Yorkshire","E02002548",54.56948,-1.31587,"GP"
"9681","TS21 3BN","North East and Yorkshire","E02004339",54.654031,-1.448784,"GP"
"9691","TS23 2DG","North East and Yorkshire","E02002536",54.611726,-1.292215,"GP"
"9701","TS24 7PW","North East and Yorkshire","E02002489",54.68229,-1.21404,"GP"
"9711","TS24 8AH","North East and Yorkshire","E02002487",54.686752,-1.21408,"GP"
"9721","TS26 8DF","North East and Yorkshire","E02002489",54.6852,-1.218577,"GP"
"9731","TS3 6AL","North East and Yorkshire","E02002497",54.571688,-1.21634,"GP"
"9741","TS3 6AL","North East and Yorkshire","E02002497",54.571688,-1.21634,"GP"
"9751","TS3 9NB","North East and Yorkshire","E02002502",54.565207,-1.18346,"GP"
"9761","TS5 8SB","North East and Yorkshire","E02002510",54.538185,-1.262128,"GP"
"9771","TS6 6TD","North East and Yorkshire","E02006910",54.571211,-1.167559,"GP"
"9781","TW1 3PA","London","E02000797",51.449369,-0.325697,"GP"
"9791","TW1 4EA","London","E02000797",51.447151,-0.32916,"GP"
"9801","TW12 1QL","London","E02000802",51.425847,-0.360288,"GP"
"9811","TW14 9DN","London","E02000549",51.451614,-0.406888,"GP"
"9821","TW18 3HD","South East","E02006395",51.429651,-0.521723,"GP"
"9831","TW3 3LN","London","E02000542",51.468262,-0.371755,"GP"
"9841","TW7 4HQ","London","E02000540",51.474431,-0.345443,"GP"
"9851","UB2 4BQ","London","E02000274",51.502465,-0.381772,"GP"
"9861","UB4 8EW","London","E02000511",51.528167,-0.431681,"GP"
"9871","UB5 6WL","London","E02000245",51.531524,-0.376304,"GP"
"9881","W10 6DZ","London","E02000578",51.522436,-0.217218,"GP"
"9891","W12 7QT","London","E02000373",51.511495,-0.233682,"GP"
"9901","W13 9LA","London","E02000265",51.510197,-0.318381,"GP"
"9911","W2 1ND","London","E02000966",51.523762,-0.176757,"GP"
"9921","W4 1RX","London","E02006792",51.49346,-0.260295,"GP"
"9931","W6 7EG","London","E02000381",51.495163,-0.220945,"GP"
"9941","W6 9DU","London","E02000384",51.490896,-0.227071,"GP"
"9951","WA14 1RZ","North West","E02001283",53.386719,-2.352158,"GP"
"9961","WA15 8NZ","North West","E02001286",53.372188,-2.315575,"GP"
"9971","WA16 0BT","North West","E02003863",53.302067,-2.378515,"GP"
"9981","WA2 8HE","North West","E02002600",53.404594,-2.588307,"GP"
"9991","WA2 8HE","North West","E02002600",53.404594,-2.588307,"GP"
"10001","WA3 7PG","North West","E02002594",53.41404,-2.527672,"GP"
"10011","WA4 6HJ","North West","E02002612",53.371885,-2.582161,"GP"
"10021","WA6 6RX","North West","E02003874",53.293006,-2.726775,"GP"
"10031","WA7 1BG","North West","E02002585",53.340628,-2.7314,"GP"
"10041","WA8 7DJ","North West","E02002578",53.374051,-2.735534,"GP"
"10051","WA9 3AL","North West","E02001424",53.446702,-2.722982,"GP"
"10061","WC1N 1PD","London","E02000190",51.52567,-0.123256,"GP"
"10071","WD18 0JP","East of England","E02004976",51.656678,-0.401212,"GP"
"10081","WD18 7QR","East of England","E02004978",51.651377,-0.422373,"GP"
"10091","WD19 7RU","East of England","E02004967",51.625745,-0.390207,"GP"
"10101","WD23 2NN","East of England","E02004907",51.645988,-0.374656,"GP"
"10111","WD23 2NN","East of England","E02004907",51.645988,-0.374656,"GP"
"10121","WD25 7NL","East of England","E02004957",51.695303,-0.412899,"GP"
"10131","WD3 7DJ","East of England","E02004962",51.636751,-0.481319,"GP"
"10141","WD6 3PJ","East of England","E02004905",51.653669,-0.281803,"GP"
"10151","WF1 4RR","North East and Yorkshire","E02002457",53.68874,-1.479863,"GP"
"10161","WF10 4JH","North East and Yorkshire","E02002439",53.72484,-1.343077,"GP"
"10181","WF12 9QU","North East and Yorkshire","E02002294",53.681559,-1.633259,"GP"
"10191","WF13 1HL","North East and Yorkshire","E02002287",53.69095,-1.632419,"GP"
"10201","WF13 4HT","North East and Yorkshire","E02002286",53.700112,-1.651637,"GP"
"10211","WF16 0HH","North East and Yorkshire","E02002281",53.707224,-1.67818,"GP"
"10221","WF17 5ED","North East and Yorkshire","E02002280",53.715329,-1.63654,"GP"
"10231","WF2 7DY","North East and Yorkshire","E02002470",53.649323,-1.493933,"GP"
"10241","WF9 3AP","North East and Yorkshire","E02002480",53.589945,-1.309941,"GP"
"10251","WN2 3DN","North West","E02001299",53.537012,-2.585827,"GP"
"10261","WN5 0UL","North West","E02001301",53.545783,-2.655414,"GP"
"10271","WN7 4JY","North West","E02001323",53.489454,-2.531079,"GP"
"10281","WN7 4JY","North West","E02001323",53.489454,-2.531079,"GP"
"10291","WN8 6LA","North West","E02005313",53.554031,-2.778081,"GP"
"10301","WR11 1JP","Midlands","E02006764",52.086572,-1.947911,"GP"
"10311","WR14 2GP","Midlands","E02006716",52.113627,-2.30878,"GP"
"10321","WR2 5FB","Midlands","E02006745",52.188687,-2.259128,"GP"
"10331","WR5 1HG","Midlands","E02006743",52.194887,-2.202942,"GP"
